,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
65,Mitsamiouli,20,KM,1551765600,70,-11.38,43.28,87.8,5.82
66,Hervey Bay,100,AU,1551768010,58,-25.3,152.85,86.0,17.22
67,Shizunai,48,JP,1551768106,79,42.33,142.37,36.86,7.65
68,Saint-Joseph,0,FR,1551768024,30,43.56,6.97,55.4,8.05
69,Twin Falls,90,US,1551768019,80,42.57,-114.46,30.99,9.17
70,Cherskiy,56,RU,1551768107,76,68.75,161.3,2.44,7.65
71,Carnarvon,0,ZA,1551768108,62,-30.97,22.13,62.24,10.22
72,Kodiak,1,US,1551768046,30,39.95,-94.76,10.99,14.99
73,Iqaluit,40,CA,1551767569,76,63.75,-68.52,-11.01,2.24
74,Hilo,90,US,1551768078,72,19.71,-155.08,66.99,8.05
75,Redlands,1,US,1551768102,76,34.06,-117.19,51.8,1.16
76,Bethel,90,US,1551765360,93,60.79,-161.76,37.4,9.17
77,Constitucion,0,MX,1551768110,46,23.99,-104.67,54.28,6.64
78,Saint George,20,GR,1551767603,77,39.45,22.34,45.0,3.96
79,Isangel,75,VU,1551765600,74,-19.55,169.27,84.2,9.17
80,Camacari,75,BR,1551765600,88,-12.7,-38.32,80.6,3.36
81,Akhtubinsk,92,RU,1551767883,91,48.29,46.17,38.12,13.47
82,Bambous Virieux,40,MU,1551767946,66,-20.34,57.76,87.01,5.82
83,Hirara,75,JP,1551765600,56,24.8,125.28,73.4,17.22
84,Hamilton,75,BM,1551767519,94,32.3,-64.78,70.0,24.16
85,Emerald,90,AU,1551766985,36,-23.53,148.16,95.0,12.75
86,Maningrida,0,AU,1551768113,83,-12.05,134.23,85.96,12.35
87,Radhanpur,0,IN,1551768113,57,23.83,71.61,75.79,4.74
88,Tiarei,40,PF,1551767589,74,-17.53,-149.33,82.4,3.36
89,Thompson,20,CA,1551765600,75,55.74,-97.86,-13.01,2.24
90,Koygorodok,8,RU,1551768114,80,60.44,51.01,0.86,6.08
91,Mahebourg,40,MU,1551767946,66,-20.41,57.7,87.01,5.82
92,Tasiilaq,0,GL,1551765000,66,65.61,-37.64,14.0,4.7
93,Kiranur,20,IN,1551765600,46,10.57,78.79,93.2,9.17
94,Udachnyy,76,RU,1551768115,67,66.42,112.4,21.38,5.97
95,Bilibino,88,RU,1551768115,83,68.06,166.44,-0.76,2.17
96,Kavieng,48,PG,1551768116,100,-2.57,150.8,84.11,4.18
97,Lodja,56,CD,1551768116,94,-3.52,23.6,70.43,3.18
98,Guaranda,56,EC,1551768116,98,-1.59,-79.0,62.51,1.72
99,Avarua,76,CK,1551765600,57,-21.21,-159.78,78.8,4.7
100,Matagami,0,NG,1551768117,88,9.67,8.4,61.7,2.73
101,Zaozerne,24,UA,1551768117,84,51.37,23.94,41.41,18.84
102,Sydney,75,AU,1551767823,61,-33.85,151.22,87.01,20.8
103,Hannibal,1,US,1551768022,56,39.71,-91.36,12.2,10.29
104,East London,90,ZA,1551766260,100,-33.02,27.91,66.2,6.93
105,Costa Rica,0,MX,1551767895,93,24.59,-107.39,59.0,1.01
106,Edd,12,ER,1551768118,59,13.93,41.69,74.44,0.72
107,Kutum,76,SD,1551768119,33,14.2,24.66,66.2,6.87
108,Ilulissat,56,GL,1551765000,72,69.22,-51.1,15.8,2.73
109,Chokurdakh,32,RU,1551768119,68,70.62,147.9,-15.34,3.18
110,Dunmore Town,0,BS,1551768035,96,25.5,-76.65,77.54,8.43
111,Chambishi,0,ZM,1551768120,61,-12.63,28.07,73.58,6.31
112,Dikson,80,RU,1551768120,96,73.51,80.55,9.28,22.19
113,Vardo,1,US,1551768102,52,39.62,-77.74,26.6,4.7
114,Ponta do Sol,88,BR,1551768120,90,-20.63,-46.0,64.09,1.16
115,Waddan,0,LY,1551768121,74,29.16,16.14,32.9,2.73
116,Flinders,0,AU,1551768007,58,-34.58,150.85,86.0,4.7
117,Sur,0,OM,1551768122,100,22.57,59.53,69.62,10.0
118,San Patricio,24,PY,1551768122,60,-26.98,-56.83,75.74,5.41
119,Camopi,88,GF,1551768122,96,3.17,-52.33,73.04,2.73
120,Maniitsoq,48,GL,1551768122,69,65.42,-52.9,11.48,5.86
121,Matadi,92,CD,1551768123,99,-5.83,13.46,75.47,3.29
122,Denizli,40,TR,1551765000,93,37.77,29.09,39.2,1.12
123,Geraldton,90,CA,1551765600,76,49.72,-86.95,-9.41,2.24
124,Klamath Falls,75,US,1551767718,74,42.22,-121.78,35.6,5.82
125,Zabaykalsk,8,CN,1551768124,27,49.64,117.33,32.09,14.03
126,Nome,90,US,1551768103,59,30.04,-94.42,37.4,11.41
127,Ocos,5,GT,1551764400,88,14.51,-92.19,71.6,4.85
128,Nikolskoye,75,RU,1551768034,92,59.7,30.79,28.99,4.47
129,Tazovskiy,68,RU,1551768125,88,67.47,78.7,12.65,19.39
130,Uige,92,AO,1551768126,98,-7.61,15.06,67.91,0.83
131,San Luis,0,AR,1551768023,87,-33.3,-66.34,63.73,5.75
132,French Harbor,20,HN,1551765600,83,16.35,-86.43,80.6,23.04
133,Bonavista,100,CA,1551767485,88,48.65,-53.11,30.0,11.01
134,Byron Bay,40,AU,1551768030,74,-28.65,153.62,86.0,11.41
135,Sarakhs,20,TM,1551765600,81,36.54,61.16,48.2,6.93
136,Afzalpur,0,IN,1551768128,27,17.2,76.36,86.99,9.78
137,Thayetmyo,0,MM,1551767842,49,19.32,95.18,87.13,10.56
138,Anjozorobe,40,MG,1551765600,73,-18.4,47.88,73.4,3.36
139,Roald,8,NO,1551768003,63,62.58,6.12,30.2,26.4
140,Chuy,80,UY,1551768130,99,-33.69,-53.46,69.31,10.45
141,Puerto Madero,0,AR,1551768003,88,-34.61,-58.36,68.0,2.24
142,Marand,40,IR,1551765600,95,38.43,45.77,39.2,3.06
143,Muisne,88,EC,1551768131,95,0.61,-80.02,71.78,2.73
144,Ola,8,RU,1551768132,100,59.58,151.3,10.49,5.41
145,San Roque,75,EC,1551765600,93,0.3,-78.23,57.2,2.24
146,Weiser,90,US,1551768038,59,44.25,-116.97,37.4,3.36
147,Hermanus,48,ZA,1551767483,79,-34.42,19.24,66.0,5.01
148,Sotnikovskoye,88,RU,1551768133,72,45.0,43.79,37.31,6.87
149,Chara,20,GR,1551767603,77,39.42,22.43,45.0,3.96
150,Celica,100,EC,1551768134,99,-4.1,-79.96,63.5,1.61
151,Jumla,0,NP,1551768134,69,29.28,82.18,32.72,1.72
152,Roros,0,NO,1551766800,84,62.57,11.38,5.0,3.36
153,Clyde River,90,CA,1551765600,83,70.47,-68.59,-4.01,3.36
154,Pimentel,92,BR,1551768135,100,-3.7,-45.5,71.78,3.62
155,Kununurra,40,AU,1551765600,37,-15.77,128.74,98.6,8.05
156,Hambantota,40,LK,1551766200,66,6.12,81.12,91.4,2.24
157,Touros,75,BR,1551765600,94,-5.2,-35.46,77.0,4.7
158,Sassandra,8,CI,1551768137,99,4.95,-6.09,81.77,9.78
159,Dezful,0,IR,1551768137,80,32.38,48.4,52.79,4.97
160,Sao Filipe,0,CV,1551768137,94,14.9,-24.5,70.7,15.26
161,Rock Springs,1,US,1551765240,91,41.59,-109.2,3.2,8.05
162,Hithadhoo,48,MV,1551768138,100,-0.6,73.08,83.26,5.97
163,Tilichiki,48,RU,1551768138,80,60.47,166.1,14.68,8.66
164,Zacualtipan,92,MX,1551768139,95,20.65,-98.6,53.74,2.17
165,Nizwa,0,OM,1551767904,33,22.93,57.53,69.71,1.72
166,Chapais,90,CA,1551765600,76,49.78,-74.86,-9.41,2.73
167,Berlevag,75,NO,1551765000,62,70.86,29.09,19.4,21.92
168,Ayan,0,TR,1551768140,72,40.67,33.6,26.24,1.83
169,Taltal,0,CL,1551768140,97,-25.41,-70.49,55.63,1.61
170,Sapa,40,PH,1551767888,52,14.32,120.76,89.6,13.87
171,Road Town,1,VG,1551768132,74,18.42,-64.62,78.8,13.87
172,Talnakh,88,RU,1551768141,81,69.49,88.39,23.09,13.02
173,Prachin Buri,0,TH,1551768138,50,14.05,101.37,93.79,10.33
174,Vila Velha,40,BR,1551767644,88,-3.71,-38.6,79.0,4.7
175,Khatanga,32,RU,1551768142,78,71.98,102.47,1.81,5.19
176,San Policarpo,92,PH,1551768142,92,12.18,125.51,79.16,14.81
177,Peno,92,RU,1551768142,93,56.92,32.74,40.91,16.49
178,Butte,1,US,1551767471,75,46.01,-112.54,-8.0,3.36
179,Hami,32,CN,1551768143,51,42.84,93.51,53.42,9.78
180,Adrar,0,DZ,1551765600,29,27.87,-0.29,51.8,13.87
181,Along,92,IN,1551768010,95,28.17,94.8,52.93,1.61
182,Montepuez,80,MZ,1551768144,99,-13.13,39.0,75.83,8.43
183,Sidhi,0,IN,1551768144,71,24.41,81.88,76.91,4.52
184,Meulaboh,12,ID,1551768131,96,4.14,96.13,86.9,4.97
185,Kumluca,12,TR,1551768145,88,36.37,30.29,34.79,1.61
186,Palmer,1,US,1551768083,92,61.6,-149.11,21.99,2.51
187,Asyut,44,EG,1551768050,62,27.18,31.19,51.89,6.2
188,Maceio,40,BR,1551765600,88,-9.67,-35.74,77.0,1.12
189,Lata,24,IN,1551768146,86,30.78,78.62,45.68,2.17
190,Saint-Philippe,90,CA,1551768136,52,45.36,-73.48,15.8,11.41
191,Saldanha,12,PT,1551768146,86,41.42,-6.55,31.28,3.62
192,Terra Rica,80,BR,1551768147,84,-22.73,-52.62,74.3,11.01
193,Bathsheba,20,BB,1551765600,73,13.22,-59.52,77.0,23.04
194,Sioux Lookout,90,CA,1551766020,83,50.1,-91.92,-0.41,5.82
195,Haines Junction,20,CA,1551768147,60,60.75,-137.51,-9.4,2.62
196,Kaliua,8,TZ,1551768148,90,-5.06,31.79,68.41,2.73
197,Novyy Urengoy,80,RU,1551768148,87,66.08,76.63,11.39,16.49
198,Liepaja,92,LV,1551765000,100,56.52,21.02,39.2,18.34
199,Dong Xoai,0,VN,1551768130,58,11.53,106.92,89.74,6.08
200,Barrow,0,AR,1551768149,72,-38.31,-60.23,55.13,4.74
201,Ostrovnoy,0,RU,1551768149,66,68.05,39.51,-1.66,14.14
202,Ancud,20,CL,1551765600,93,-41.87,-73.83,48.2,4.7
203,Hobart,75,AU,1551767894,60,-42.88,147.33,72.0,9.17
204,Lavrentiya,44,RU,1551768150,86,65.58,-170.99,23.68,5.86
205,Tyukhtet,32,RU,1551768150,93,56.54,89.31,36.77,16.6
206,Port Blair,40,IN,1551765600,52,11.67,92.75,89.6,10.29
207,Rancho Palos Verdes,1,US,1551768136,71,33.75,-118.37,55.4,4.07
208,Beringovskiy,0,RU,1551768151,85,63.05,179.32,25.48,9.66
209,Vostok,76,RU,1551768152,51,46.45,135.83,38.71,3.62
210,Ekhabi,0,RU,1551768152,91,53.51,142.97,10.94,17.05
211,Ahar,68,IR,1551768152,89,38.48,47.07,32.23,3.18
212,College,1,US,1551768055,92,64.86,-147.8,15.8,6.31
213,Pevek,68,RU,1551768153,78,69.7,170.27,6.49,4.18
214,Salinopolis,80,BR,1551768153,98,-0.61,-47.36,79.52,8.66
215,Fuerte,0,PH,1551768153,46,17.54,120.36,85.78,6.64
216,Hofn,20,IS,1551768154,100,64.25,-15.21,32.41,15.82
217,Tuktoyaktuk,5,CA,1551765600,92,69.44,-133.03,10.4,16.11
218,Tambacounda,20,SN,1551768154,33,13.77,-13.67,58.24,4.74
219,Nortelandia,8,BR,1551768155,95,-14.45,-56.8,73.22,6.64
220,Suez,44,EG,1551768155,87,29.97,32.54,51.49,3.74
221,Naco,1,MX,1551768126,36,31.32,-109.94,50.0,9.17
222,Copperas Cove,1,US,1551768148,67,31.12,-97.9,28.4,3.36
223,Provideniya,88,RU,1551768156,93,64.42,-173.23,28.76,6.76
224,Chandler,1,US,1551768138,50,33.31,-111.84,60.01,6.93
225,Norman Wells,20,CA,1551765600,78,65.28,-126.83,14.0,9.17
226,Georgetown,20,GY,1551765600,94,6.8,-58.16,73.4,4.7
227,Danjiangkou,68,CN,1551767693,62,32.54,111.51,50.0,4.0
228,Upata,68,VE,1551766566,84,8.02,-62.41,73.99,1.99
229,Zhanaozen,20,KZ,1551768158,77,43.35,52.85,41.0,4.74
230,Butaritari,68,KI,1551768131,100,3.07,172.79,83.08,17.72
231,Kudahuvadhoo,48,MV,1551768158,99,2.67,72.89,83.39,2.95
232,Coromandel,0,NZ,1551768009,68,-36.76,175.5,70.0,14.99
233,Grindavik,20,IS,1551767955,79,63.84,-22.43,30.0,8.05
234,Bredasdorp,0,ZA,1551767483,67,-34.53,20.04,66.0,12.01
235,Uray,76,RU,1551768160,78,60.13,64.8,17.06,5.19
236,Husavik,48,CA,1551768005,80,50.56,-96.99,5.0,5.99
237,Los Llanos de Aridane,0,ES,1551765600,67,28.66,-17.92,59.0,10.29
238,Half Moon Bay,1,US,1551768154,87,37.46,-122.43,52.0,3.36
239,Betsiamites,90,CA,1551765600,78,48.94,-68.65,19.4,10.29
240,Narsaq,24,GL,1551765000,49,60.91,-46.05,23.0,5.82
241,Entre Rios,88,BR,1551768161,99,-11.94,-38.08,77.63,3.62
242,Tiksi,12,RU,1551768162,61,71.64,128.87,0.68,10.56
243,Cayenne,80,GF,1551765600,78,4.94,-52.33,78.8,8.05
244,Ust-Maya,64,RU,1551768162,67,60.42,134.54,4.64,5.19
245,Lasa,20,CY,1551767446,71,34.92,32.53,53.6,8.05
246,Rocha,92,UY,1551768163,95,-34.48,-54.34,67.06,9.44
247,Kaitangata,8,NZ,1551768042,76,-46.28,169.85,66.0,1.99
248,Punta Alta,0,AR,1551765600,74,-27.46,-55.82,80.6,3.36
249,Kamaishi,20,JP,1551765600,27,39.28,141.86,51.8,11.41
250,Dawlatabad,0,AF,1551768164,61,36.41,64.91,55.31,6.31
251,Nouadhibou,0,MR,1551765600,82,20.93,-17.03,59.0,14.99
252,Den Helder,75,NL,1551768164,81,52.96,4.76,43.0,20.8
253,Bumba,24,CD,1551768165,88,2.18,22.47,75.38,5.75
254,Kuntaur,0,GM,1551768165,33,13.67,-14.89,61.61,8.32
255,Kingaroy,88,AU,1551765600,51,-26.54,151.84,82.4,6.93
256,Juneau,1,US,1551765360,67,58.3,-134.42,21.2,2.73
257,Nelson Bay,0,AU,1551768060,51,-32.72,152.14,87.01,14.99
258,Namibe,12,AO,1551768148,100,-15.19,12.15,77.23,3.96
259,Mahibadhoo,36,MV,1551768166,98,3.78,72.97,83.93,6.98
260,Lebu,12,ET,1551768167,68,8.96,38.73,60.76,3.85
261,Havre-Saint-Pierre,90,CA,1551765900,85,50.23,-63.6,17.6,8.05
262,Mehamn,75,NO,1551765000,62,71.03,27.85,19.4,21.92
263,Elizabeth City,1,US,1551768068,77,36.3,-76.22,39.0,4.7
264,Terni,40,IT,1551768140,87,42.56,12.64,54.0,1.72
265,Kaeo,8,NZ,1551767884,77,-35.1,173.78,66.99,5.01
266,Matara,8,PE,1551768169,97,-13.74,-72.9,37.09,1.28
267,Inhambane,75,MZ,1551765600,79,-23.87,35.38,84.2,4.7
268,Sao Caetano de Odivelas,80,BR,1551768169,100,-0.75,-48.02,78.44,10.45
269,Bagdarin,0,RU,1551768170,39,54.44,113.59,21.65,3.51
270,Vanavara,64,RU,1551768170,78,60.35,102.28,27.28,5.75
271,Ginir,92,ET,1551768170,50,7.14,40.71,71.69,1.95
272,Araouane,0,ML,1551768170,39,18.9,-3.53,50.23,4.29
273,Dhidhdhoo,0,MV,1551768171,99,6.88,73.1,83.66,6.2
274,Saquarema,75,BR,1551765600,88,-22.93,-42.51,77.0,3.36
275,Noamundi,0,IN,1551768171,81,22.16,85.52,77.14,4.29
276,Palestina,90,EC,1551767459,88,-1.63,-79.98,78.8,4.7
277,Padang,75,ID,1551765600,83,-0.92,100.36,78.8,9.17
278,Nantucket,1,US,1551768138,35,41.28,-70.1,27.0,9.17
279,North Bend,1,US,1551768030,92,43.41,-124.22,36.0,4.41
280,Barao de Melgaco,0,BR,1551765600,74,-16.19,-55.97,84.2,8.05
281,Samarai,8,PG,1551768173,100,-10.62,150.67,82.13,6.64
282,Raudeberg,0,NO,1551768003,80,61.99,5.14,34.0,6.93
283,Sabang,44,PH,1551768174,84,13.72,123.58,80.69,9.44
284,Japura,8,ID,1551768174,73,-0.42,102.29,86.0,1.39
285,Pisco,0,PE,1551765600,83,-13.71,-76.2,71.6,9.17
286,Kruisfontein,0,ZA,1551768175,85,-34.0,24.73,62.56,3.96
287,Mangai,68,CD,1551768175,94,-4.07,19.59,73.81,2.95
288,Abha,0,SA,1551765600,37,18.22,42.5,68.0,16.11
289,Naze,48,NG,1551768176,94,5.43,7.07,72.41,2.73
290,Mirnyy,92,RU,1551768176,94,56.57,36.46,38.53,15.14
291,Buritis,88,BR,1551768177,94,-15.62,-46.42,66.65,3.51
292,Luwuk,12,ID,1551768177,67,-0.95,122.79,89.11,3.18
293,Riyadh,0,SA,1551765600,25,24.63,46.72,62.6,11.41
294,Saint-Ambroise,75,FR,1551768125,87,47.25,-0.65,46.0,10.29
295,Mena,64,UA,1551768178,90,51.52,32.22,37.13,14.7
296,Sandnessjoen,0,NO,1551768012,52,66.02,12.63,21.2,17.22
297,Sitka,20,US,1551767466,83,37.17,-99.65,7.0,1.99
298,Chicama,75,PE,1551765600,88,-7.84,-79.15,73.4,5.82
299,Axim,32,GH,1551768179,97,4.87,-2.24,82.94,11.79
300,Tanete,8,ID,1551768179,91,-3.94,119.78,85.1,3.29
301,Te Anau,44,NZ,1551768179,61,-45.41,167.72,68.18,13.02
302,Iranshahr,0,IR,1551765600,55,27.21,60.69,64.4,9.17
303,Dawson Creek,1,CA,1551765600,70,55.76,-120.23,12.2,4.7
304,Kavaratti,0,IN,1551768180,100,10.57,72.64,81.64,9.55
305,Bridlington,8,GB,1551768124,93,54.08,-0.19,37.99,8.05
306,Vanimo,36,PG,1551768182,98,-2.67,141.3,83.39,14.81
307,Temerloh,0,MY,1551768182,41,3.45,102.42,95.36,1.05
308,Maldonado,40,UY,1551765600,93,-34.91,-54.96,66.2,11.34
309,Jalu,0,LY,1551768086,88,29.03,21.55,46.36,3.18
310,Ambovombe,92,MG,1551768183,95,-25.18,46.09,78.49,6.64
311,Cabo San Lucas,5,MX,1551767757,55,22.89,-109.91,69.01,4.7
312,Dunedin,48,NZ,1551767669,50,-45.87,170.5,73.99,4.0
313,Lorengau,68,PG,1551767686,100,-2.02,147.27,79.34,6.64
314,Vao,80,EE,1551768184,94,59.1,26.19,36.68,11.45
315,Bahir Dar,12,ET,1551768184,49,11.59,37.39,67.64,4.41
316,Marinette,90,US,1551768023,71,45.1,-87.63,3.99,9.17
317,Brownwood,75,US,1551767794,85,31.71,-98.99,21.2,6.64
318,Moron,80,VE,1551768185,94,10.49,-68.2,68.81,2.95
319,Luena,80,AO,1551768185,95,-11.78,19.91,63.95,5.53
320,Peleduy,44,RU,1551768186,60,59.63,112.75,22.78,3.62
321,Huatulco,0,MX,1551767449,85,15.84,-96.33,75.0,4.85
322,Chivay,80,PE,1551768065,90,-15.64,-71.6,32.14,2.06
323,Sinegorye,64,RU,1551768186,66,62.09,150.53,-3.28,2.73
324,Yarim,8,YE,1551768187,62,14.3,44.38,64.13,3.51
325,Hudiksvall,76,SE,1551768187,100,61.73,17.1,24.58,21.07
326,Poso,24,ID,1551768187,100,-1.4,120.75,83.12,4.52
327,Fort Portal,0,UG,1551768188,82,0.66,30.28,68.72,3.18
328,Richards Bay,76,ZA,1551768188,92,-28.77,32.06,72.73,13.35
329,Madang,68,PG,1551768188,89,-5.21,145.81,82.18,2.62
330,San Marcos,5,GT,1551767480,88,14.97,-91.79,71.6,1.95
331,Balaipungut,24,ID,1551768189,82,1.11,101.31,86.23,4.07
332,Nalobikha,24,RU,1551768190,90,53.2,84.6,24.17,18.5
333,Verkh-Usugli,0,RU,1551768190,57,52.7,115.17,23.9,3.51
334,Deputatskiy,44,RU,1551768190,72,69.3,139.9,-7.65,2.84
335,Katsuura,75,JP,1551765600,22,33.93,134.5,59.0,10.29
336,San Juan del Cesar,80,CO,1551768191,76,10.77,-73.01,69.62,2.73
337,Walcz,88,PL,1551767900,80,53.28,16.47,42.01,8.99
338,Vila Franca do Campo,40,PT,1551768158,87,37.72,-25.43,57.2,36.91
339,Tessalit,0,ML,1551768191,40,20.2,1.01,45.5,2.73
340,Senanga,20,ZM,1551768192,53,-16.1,23.3,76.55,5.41
341,Quatre Cocos,40,MU,1551767946,66,-20.21,57.76,87.01,5.82
342,Porto Novo,0,BR,1551765600,100,-23.68,-45.44,69.8,3.36
343,Nyurba,64,RU,1551768193,69,63.29,118.35,20.12,8.66
344,Zyryanka,76,RU,1551768193,54,65.73,150.89,-0.13,6.42
345,Sisimiut,8,GL,1551768194,66,66.94,-53.67,-1.3,4.85
346,Harper,90,US,1551768141,58,30.3,-99.24,28.99,5.82
347,Peniche,40,PT,1551768038,100,39.36,-9.38,57.2,2.24
348,Leningradskiy,36,RU,1551768194,98,69.38,178.42,10.63,6.64
349,Kantabanji,0,IN,1551768195,59,20.47,82.92,88.21,6.64
350,Trincomalee,12,LK,1551768195,67,8.58,81.23,90.41,1.72
351,Pucallpa,75,PE,1551765600,94,-8.38,-74.54,75.2,2.24
352,Moose Factory,90,CA,1551766200,83,51.26,-80.61,-7.61,2.24
353,Dingle,32,PH,1551768196,60,11.0,122.67,85.64,14.7
354,Longyearbyen,40,NO,1551766800,64,78.22,15.63,-4.01,9.17
355,Bolobo,92,CD,1551768197,99,-2.17,16.23,74.93,3.18
356,Puerto Colombia,0,CO,1551765600,88,10.99,-74.96,77.0,11.41
357,Tumut,36,AU,1551768197,64,-35.3,148.22,75.65,4.41
358,Sulphur Springs,1,US,1551768022,53,33.14,-95.6,26.6,9.17
359,Langham,40,CA,1551767931,71,52.36,-106.96,12.99,12.75
360,Shache,32,CN,1551768198,42,38.42,77.24,51.04,4.74
361,Camacha,40,PT,1551765600,82,33.08,-16.33,62.6,6.93
362,Sukumo,0,JP,1551768199,61,32.94,132.72,57.88,5.19
363,San Juan,40,PH,1551768188,52,14.6,121.03,89.6,13.87
364,Ahipara,0,NZ,1551768200,70,-35.17,173.16,69.49,9.44
365,Belyy Yar,0,RU,1551765600,60,53.6,91.39,39.2,2.24
366,Anloga,0,GH,1551768201,92,5.79,0.9,76.51,4.18
367,Borba,92,PT,1551765600,87,38.81,-7.46,51.8,1.12
368,Tarare,0,FR,1551768174,81,45.89,4.44,44.6,6.93
369,Sorong,8,ID,1551768202,100,-0.86,131.25,81.64,6.2
370,Warrnambool,64,AU,1551768128,71,-38.38,142.48,69.01,1.01
371,Pachino,20,IT,1551768026,93,36.72,15.09,48.99,6.93
372,Takoradi,12,GH,1551768203,100,4.89,-1.75,81.41,8.1
373,Novoagansk,76,RU,1551768203,75,61.94,76.66,23.09,7.43
